City,State,White,Native American,Hispanic,Black,Asian/Pacific Islander
Anchorage,AK,60.50,7.90,9.20,6.10,13.00
Anchorage Northeast,AK,82.70,3.70,6.10,1.70,3.50
Barrow,AK,11.70,62.10,5.00,0.20,16.10
Bethel,AK,22.10,62.20,6.00,1.50,2.90
Eielson AFB,AK,82.00,1.10,10.50,3.70,2.50
Fairbanks,AK,72.30,7.40,9.60,5.80,4.60
Juneau,AK,67.90,11.40,6.60,1.30,8.50
Kenai,AK,69.40,13.80,6.50,1.30,3.00
Ketchikan,AK,62.20,16.10,5.80,0.70,10.00
Kodiak,AK,47.40,11.40,9.20,0.00,31.20
Kotzebue,AK,21.60,67.50,4.90,1.30,1.00
Lakes--Knik-Fairview--Wasilla,AK,81.70,5.50,5.30,1.50,1.80
Nome,AK,29.40,51.70,5.90,1.30,2.00
Sitka,AK,64.50,14.10,6.40,0.30,9.20
Soldotna,AK,86.10,5.30,3.80,0.60,1.20
Albertville,AL,89.90,0.10,23.90,4.80,1.00
Alexander City,AL,49.00,0.40,6.40,45.30,1.40
Andalusia,AL,69.60,0.00,1.90,28.00,0.60
Anniston--Oxford,AL,65.50,0.40,4.60,28.20,1.60
Arab,AL,95.60,0.30,1.40,0.90,1.20
Athens,AL,78.00,1.00,7.10,15.50,1.70
Atmore,AL,40.90,2.60,0.00,53.40,1.00
Auburn,AL,64.50,0.10,4.70,26.90,5.40
Bay Minette,AL,55.40,0.40,2.80,41.10,0.40
Birmingham,AL,55.30,0.20,4.40,38.60,1.80
Brent,AL,53.50,0.30,3.50,45.00,0.00
Brewton,AL,56.60,0.20,2.00,40.20,1.70
Centre,AL,86.60,0.50,0.00,12.70,0.00
Clanton,AL,63.00,0.20,8.10,26.40,2.90
Columbiana,AL,68.80,0.20,1.20,29.40,0.00
Cullman,AL,94.30,0.50,9.40,0.90,0.80
Daphne--Fairhope,AL,82.80,0.30,3.80,12.00,1.40
Decatur,AL,71.60,0.30,12.20,19.90,0.90
Demopolis,AL,38.50,0.00,0.70,60.80,0.00
Dothan,AL,62.60,0.30,3.50,33.10,1.10
Enterprise,AL,71.60,0.70,11.40,19.60,2.10
Eufaula,AL,36.10,0.00,3.50,57.90,2.60
Evergreen,AL,33.50,0.00,4.20,61.60,0.00
Fayette,AL,62.60,0.00,2.10,32.00,0.80
Florence,AL,78.60,0.60,2.90,17.30,0.80
Foley,AL,84.80,0.20,5.50,12.10,0.80
Fort Payne,AL,70.20,1.60,35.00,4.70,10.00
Gadsden,AL,71.90,0.80,4.60,23.90,1.10
Geneva,AL,78.30,0.00,0.00,17.50,3.20
Grand Bay,AL,99.80,0.20,0.40,0.00,0.00
Greenville,AL,34.00,0.00,0.00,63.20,0.00
Haleyville,AL,95.50,0.00,10.10,1.20,0.30
Hamilton,AL,82.60,0.10,3.80,10.90,0.00
Hanceville,AL,93.70,0.00,5.60,3.90,0.00
Hazel Green,AL,80.30,0.40,0.00,17.50,0.00
Headland,AL,54.20,0.80,1.10,43.30,0.00
Huntsville,AL,66.50,0.40,5.10,26.10,3.00
Jackson,AL,50.00,0.00,0.00,50.00,0.00
Jasper,AL,81.20,0.00,4.10,15.40,1.20
Lake View,AL,90.40,0.60,1.10,5.20,0.20
Mobile,AL,53.80,0.30,3.00,40.90,2.10
Monroeville,AL,35.10,0.20,0.00,63.90,0.70
Montgomery,AL,42.40,0.20,3.50,51.90,2.10
Moulton,AL,77.10,1.70,0.00,19.40,0.00
Moundville,AL,54.70,0.80,5.20,36.60,0.70
Oneonta,AL,84.90,0.10,18.60,9.50,0.00
Opp,AL,75.40,0.50,2.00,22.80,0.20
Ozark,AL,57.20,0.40,2.50,37.00,0.50
Pell City,AL,83.40,0.30,0.80,12.60,2.50
Piedmont,AL,84.30,0.60,2.80,11.80,0.40
Priceville,AL,89.00,1.10,0.20,5.60,1.10
Roanoke,AL,51.20,0.00,5.80,46.00,0.00
Robertsdale,AL,93.70,2.00,6.90,2.50,0.00
Russellville,AL,68.60,2.50,41.60,10.80,1.00
Scottsboro,AL,84.40,1.10,5.80,7.60,1.80
Selma,AL,16.90,0.00,1.20,81.20,0.80
Springville,AL,97.90,0.00,0.00,2.10,0.00
Sumiton,AL,90.30,0.00,0.80,8.30,0.50
Sylacauga,AL,66.90,0.40,3.50,29.30,0.00
Talladega,AL,40.30,0.50,4.90,54.70,1.40
Tallassee,AL,62.70,0.00,2.60,30.90,4.10
Thomasville,AL,45.90,0.00,0.30,51.90,2.20
Troy,AL,49.50,0.60,0.40,45.70,3.60
Tuscaloosa,AL,56.20,0.20,3.60,39.00,2.00
Tuskegee,AL,1.50,0.10,1.80,96.30,0.30
Union Springs,AL,13.50,0.00,0.90,85.90,0.50
Valley--Lanett,AL,48.90,0.10,2.30,48.40,1.40
Wetumpka,AL,61.10,0.30,1.60,34.90,0.30
Woodstock,AL,92.00,0.10,3.10,6.70,0.60
Arkadelphia,AR,64.60,0.30,5.80,30.50,0.80
Ashdown,AR,66.50,1.20,0.00,30.80,0.00
Bald Knob,AR,89.20,0.00,3.90,3.80,0.00
Batesville,AR,84.40,0.60,14.40,4.70,1.40
Beebe,AR,91.50,0.00,4.20,7.20,0.00
Berryville,AR,89.80,0.60,22.20,0.80,4.50
Blytheville,AR,43.40,0.00,4.00,54.00,1.10
Booneville,AR,91.40,0.00,11.70,0.00,0.00
Brinkley,AR,44.90,0.00,4.90,50.40,1.20
Camden,AR,38.70,0.50,4.10,58.80,0.00
Cherokee Village,AR,97.50,0.00,2.40,0.00,1.50
Clarksville,AR,85.20,0.00,24.90,4.70,2.60
Conway,AR,75.10,0.20,5.10,17.20,2.20
Corning,AR,97.80,0.00,2.20,0.00,0.00
Crossett,AR,65.50,0.50,7.80,33.70,0.00
De Queen,AR,42.90,1.70,60.00,5.70,1.40
Dermott,AR,12.60,0.00,1.60,85.70,1.20
DeWitt,AR,67.70,0.00,6.40,29.90,0.00
Dumas,AR,33.40,0.00,7.80,61.30,0.40
El Dorado,AR,47.90,0.80,4.60,49.30,0.50
England,AR,66.70,0.00,0.10,31.50,0.00
Fayetteville--Springdale--Rogers,AR,80.10,0.90,19.70,3.20,5.50
Fordyce,AR,41.20,0.20,1.00,53.70,2.50
Forrest City,AR,20.20,0.40,1.50,76.60,0.80
Fort Smith,AR,75.10,1.60,16.40,7.00,5.10
Greenbrier,AR,92.10,0.30,4.10,2.70,0.70
Green Forest,AR,89.10,1.60,46.90,0.10,1.00
Greenwood,AR,96.60,0.80,0.40,0.10,0.60
Hamburg,AR,67.90,0.20,8.60,26.40,0.00
Harrison,AR,96.00,1.10,3.30,0.90,0.20
Heber Springs,AR,96.10,0.00,4.30,1.10,2.50
Helena-West Helena,AR,19.80,0.00,0.20,79.00,0.10
Hope,AR,41.50,0.10,19.50,45.80,0.10
Hot Springs,AR,80.40,0.60,7.00,12.50,0.70
Hot Springs Village,AR,96.60,0.00,4.90,1.70,0.30
Jonesboro,AR,72.00,0.80,6.30,19.30,1.80
Lake Village,AR,37.60,0.40,6.50,60.30,0.70
Little Rock,AR,62.50,0.30,6.10,30.80,2.20
Lonoke,AR,74.10,0.00,2.20,23.70,0.80
McGehee,AR,47.70,0.30,7.60,48.50,0.00
Magnolia,AR,50.10,0.60,2.50,43.60,2.50
Malvern,AR,66.20,0.20,5.70,28.50,0.40
Manila,AR,99.30,0.00,0.30,0.00,0.00
Marianna,AR,20.40,0.50,0.20,77.70,0.00
Mena,AR,94.00,1.00,2.20,0.30,1.30
Monticello,AR,59.40,0.00,3.50,38.40,0.00
Morrilton,AR,75.80,0.00,8.50,19.10,0.30
Mountain Home,AR,98.60,0.40,1.60,0.20,0.20
Nashville,AR,46.10,0.00,16.40,37.80,0.60
Newport,AR,61.00,0.10,3.10,33.90,0.10
Osceola,AR,35.40,0.10,4.70,58.90,0.20
Ozark,AR,94.30,0.00,1.50,2.10,0.00
Paragould,AR,94.70,0.40,2.80,1.40,0.20
Paris,AR,81.40,0.00,0.80,7.90,2.50
Piggott,AR,95.00,1.40,3.50,0.90,0.00
Pine Bluff,AR,25.10,0.10,1.90,71.90,1.00
Pocahontas,AR,95.40,0.50,2.20,2.30,0.00
Prairie Grove,AR,94.70,0.90,1.30,0.00,0.40
Prescott,AR,46.10,0.00,1.10,52.00,1.60
Russellville,AR,83.40,0.40,19.10,5.70,1.40
Searcy,AR,83.30,0.30,7.30,8.90,1.20
Sheridan,AR,95.30,0.00,1.00,2.20,0.00
Siloam Springs,AR,81.00,5.90,19.20,2.10,3.20
Stuttgart,AR,61.20,0.00,3.10,37.40,0.00
Trumann,AR,86.90,0.20,3.50,6.00,0.00
Waldron,AR,88.90,0.40,17.10,0.10,2.50
Walnut Ridge,AR,96.90,0.70,2.30,1.00,0.10
Warren,AR,44.40,2.80,21.40,41.30,0.00
Wynne,AR,66.60,0.00,3.80,32.10,0.00
Ajo,AZ,72.40,17.20,44.90,0.00,1.90
Arizona City,AZ,84.70,5.30,40.70,2.10,0.30
Avondale--Goodyear,AZ,74.60,1.70,37.10,9.00,4.20
Avra Valley,AZ,72.40,0.00,35.50,2.10,1.10
Benson,AZ,92.80,1.50,23.10,1.20,0.20
Bisbee,AZ,92.20,0.40,32.30,0.90,0.50
Buckeye,AZ,77.80,0.80,45.10,6.30,1.60
Bullhead City,AZ,88.50,1.00,24.90,1.70,1.90
Camp Verde,AZ,83.20,10.50,15.40,0.30,0.00
Casa Grande,AZ,73.60,6.90,44.30,4.40,1.80
Chinle,AZ,5.40,86.90,1.90,0.30,0.00
Chino Valley,AZ,89.30,0.80,14.40,0.00,1.70
Clifton,AZ,87.10,6.70,50.80,3.60,0.60
Colorado City,AZ,100.00,0.00,0.00,0.00,0.00
Coolidge,AZ,78.30,7.30,44.10,5.20,0.10
Corona de Tucson,AZ,83.90,0.50,26.50,6.40,0.50
Cottonwood--Verde Village,AZ,89.00,2.30,19.20,1.20,0.50
Douglas,AZ,83.00,0.50,91.00,0.30,0.50
Eagar,AZ,87.70,6.30,22.40,0.50,0.00
Eloy,AZ,76.00,2.60,81.20,7.60,0.20
Estrella,AZ,84.50,0.10,21.30,8.40,1.20
Flagstaff,AZ,77.90,8.70,19.10,2.30,2.70
Florence,AZ,83.40,5.10,45.10,5.90,1.70
Fort Defiance,AZ,2.30,93.10,0.30,3.60,0.00
Globe,AZ,88.50,2.10,42.40,0.50,1.50
Holbrook,AZ,56.20,22.90,23.70,0.00,2.60
Kayenta,AZ,6.70,90.10,1.10,0.00,1.60
Kingman,AZ,89.50,2.90,12.90,1.10,1.30
Lake Havasu City,AZ,94.30,1.00,14.80,0.40,1.10
Lake Montezuma,AZ,91.90,4.20,16.50,0.00,0.00
Lake of the Woods--Pinetop-Lakeside,AZ,91.70,3.30,14.20,0.20,0.20
Marana West,AZ,78.00,1.40,32.50,0.60,1.80
Maricopa,AZ,70.90,2.70,26.00,10.20,4.80
Nogales,AZ,85.80,0.40,94.00,0.60,1.10
Page,AZ,40.70,50.70,8.90,0.40,0.70
Parker,AZ,59.30,18.70,39.70,3.70,0.30
Payson,AZ,91.20,3.20,8.60,0.30,0.60
Phoenix--Mesa,AZ,78.50,1.80,30.10,5.10,4.10
Picture Rocks,AZ,86.50,1.00,16.60,1.20,0.00
Prescott Valley--Prescott,AZ,92.40,0.90,14.70,0.60,1.20
Quartzsite,AZ,97.50,0.00,4.00,0.00,2.50
Rio Rico Northeast,AZ,92.80,0.00,85.30,1.10,0.00
Safford,AZ,92.10,1.90,36.50,1.30,1.00
Sahuarita--Green Valley,AZ,91.70,0.30,23.00,2.10,1.60
St. Johns,AZ,71.10,15.80,27.40,0.70,0.00
San Carlos,AZ,1.90,90.90,5.70,0.00,1.70
San Luis,AZ,76.80,0.00,99.40,0.10,0.00
San Manuel,AZ,93.60,0.00,58.50,0.00,0.00
Sedona,AZ,95.50,0.00,17.50,0.00,2.40
Show Low,AZ,87.40,4.70,17.50,0.30,0.70
Sierra Vista,AZ,78.90,1.20,26.10,6.20,4.40
Snowflake,AZ,88.60,7.60,8.40,0.40,0.00
Somerton,AZ,81.50,0.40,96.40,0.40,0.60
Superior,AZ,90.00,0.70,67.40,1.00,0.70
Tuba City,AZ,2.50,95.60,1.00,0.00,1.40
Tucson,AZ,75.80,3.00,38.60,3.80,3.20
Vail,AZ,86.80,0.10,22.90,2.40,2.80
Village of Oak Creek (Big Park),AZ,93.00,1.90,11.70,1.40,0.90
Vistancia,AZ,89.80,0.00,9.10,0.90,2.00
Whiteriver,AZ,3.10,90.80,3.00,0.10,1.30
Wickenburg,AZ,91.60,4.80,23.10,0.00,0.00
Willcox,AZ,90.20,0.00,68.10,1.60,0.80
Williams,AZ,84.40,2.70,33.10,1.20,0.20
Window Rock,AZ,2.60,93.60,2.70,0.70,1.10
Winslow,AZ,36.30,34.70,35.20,4.40,0.10
Yuma,AZ,72.40,1.30,52.70,2.80,1.70
Alturas,CA,95.40,0.80,13.00,1.20,0.70
Angels,CA,97.20,0.40,7.40,0.00,0.50
Antioch,CA,48.50,0.80,35.50,14.50,12.00
Arbuckle,CA,97.20,0.30,78.60,0.00,0.00
Arcata--McKinleyville,CA,82.00,3.30,14.10,1.40,1.80
Arroyo Grande--Grover Beach,CA,83.60,1.10,23.70,1.10,4.60
Arvin,CA,87.10,0.40,92.40,1.50,0.40
Auburn--North Auburn,CA,90.70,0.30,13.50,0.60,2.40
Avalon,CA,69.90,0.30,68.90,0.40,0.00
Avenal,CA,41.90,1.30,81.50,6.00,0.60
Bakersfield,CA,72.60,1.20,52.20,5.80,5.50
Barstow,CA,68.10,2.10,46.30,13.40,3.90
Big Bear City,CA,93.70,0.70,23.80,0.80,2.20
Bishop,CA,79.30,12.70,20.80,0.60,1.70
Blythe,CA,45.50,0.70,58.40,10.30,1.90
Bonadelle Ranchos-Madera Ranchos,CA,84.80,0.30,28.90,2.60,4.10
Brawley,CA,78.80,0.60,81.80,1.50,1.50
Burney,CA,87.30,5.10,11.50,1.60,2.70
California City,CA,56.50,1.50,28.70,24.30,3.80
Calipatria,CA,68.50,0.00,88.50,5.70,0.50
Calistoga,CA,84.90,1.00,47.50,0.70,3.30
Camarillo,CA,77.00,0.40,24.80,1.50,10.80
Cambria,CA,89.00,0.00,19.50,0.40,3.30
Carmel Valley Village,CA,86.80,0.00,7.30,0.90,5.40
Chico,CA,82.50,0.80,17.50,1.90,4.70
Chowchilla,CA,80.20,2.20,55.50,2.30,2.40
Clearlake,CA,70.20,2.30,26.60,5.10,0.10
Clearlake Riviera,CA,71.10,1.10,22.20,4.70,0.00
Cloverdale,CA,74.90,5.30,32.20,1.00,2.80
Coalinga,CA,61.80,1.00,58.60,4.00,2.00
Colfax,CA,87.60,3.70,10.30,2.60,0.00
Colusa,CA,87.30,0.70,55.00,1.10,1.00
Concord,CA,67.30,0.30,13.70,2.50,20.50
Corcoran,CA,63.90,1.80,68.30,11.10,1.00
Corning,CA,86.40,2.30,43.20,1.50,0.90
Cottonwood,CA,89.30,2.30,14.00,0.00,0.90
Crescent City,CA,77.30,5.50,22.70,2.50,3.80
Davis,CA,61.80,0.20,14.60,2.40,24.00
Delano,CA,72.00,0.80,77.10,4.70,12.00
Desert Hot Springs,CA,71.70,0.60,54.80,6.20,2.20
Discovery Bay,CA,80.60,1.20,15.70,5.30,4.60
Dixon,CA,69.70,0.20,42.40,2.30,4.40
Dos Palos,CA,64.00,0.00,72.70,4.90,0.60
Earlimart,CA,78.20,0.00,91.00,0.40,5.90
East Quincy,CA,84.10,4.10,10.70,0.80,0.00
El Centro--Calexico,CA,65.40,0.60,89.10,1.70,1.70
El Paso de Robles (Paso Robles)--Atascadero,CA,90.10,0.60,26.30,1.50,1.70
Escalon,CA,90.00,0.30,26.40,0.00,0.40
Esparto,CA,65.90,0.70,62.80,0.00,9.30
Eureka,CA,78.60,3.10,10.60,1.60,6.00
Fairfield,CA,45.50,0.60,28.70,15.70,19.10
Fillmore,CA,86.50,0.40,78.10,0.20,1.40
Firebaugh,CA,69.80,0.40,93.30,0.00,0.00
Forestville,CA,82.40,1.80,14.00,2.80,1.40
Fort Bragg,CA,80.50,1.60,26.30,1.00,1.70
Fort Irwin,CA,61.60,0.50,23.00,18.80,7.60
Fortuna,CA,84.20,2.70,17.90,0.50,1.00
Frazier Park,CA,95.40,0.50,24.80,0.00,0.80
Fresno,CA,60.00,1.10,45.20,6.60,13.00
Galt,CA,74.90,0.60,45.10,2.10,5.40
Gilroy--Morgan Hill,CA,72.80,0.70,49.00,1.90,8.40
Gonzales,CA,72.20,0.50,94.00,0.20,1.90
Grass Valley,CA,91.10,1.70,7.00,0.20,1.00
Greenfield,CA,67.40,0.30,91.80,0.80,0.60
Gridley,CA,71.70,1.10,46.80,0.20,3.00
Guadalupe,CA,67.90,1.80,88.70,0.40,4.10
Guerneville,CA,87.80,0.70,9.60,1.00,2.40
Gustine,CA,88.50,0.40,57.00,0.00,0.20
Half Moon Bay,CA,81.10,0.10,28.00,0.40,4.30
Hanford,CA,69.20,1.00,48.70,5.10,5.70
Hemet,CA,73.10,1.80,46.50,6.50,3.00
Hidden Valley Lake,CA,90.90,0.30,9.20,0.40,2.50
Hilmar-Irwin,CA,75.40,0.50,27.00,0.00,0.00
Hollister,CA,81.10,0.90,63.00,0.60,3.00
Holtville,CA,70.80,1.60,78.70,0.40,1.60
Huron,CA,42.50,0.80,98.30,0.00,0.00
Indio--Cathedral City,CA,68.10,0.60,50.50,2.50,3.30
Ione,CA,74.90,1.50,22.20,9.20,1.40
Jackson,CA,87.90,0.90,9.30,0.20,2.70
Kelseyville,CA,63.80,0.50,39.20,0.60,0.00
Kerman,CA,68.50,0.30,79.70,0.00,6.00
King City,CA,62.80,0.60,86.70,0.90,1.30
Lake Arrowhead--Crestline,CA,89.20,0.70,21.00,1.00,1.80
Lake Isabella,CA,95.00,0.00,12.00,0.00,0.00
Lake Los Angeles,CA,64.10,0.20,54.00,11.10,0.70
Lake of the Pines,CA,97.50,0.10,8.60,0.30,0.50
Lakeport,CA,79.40,6.50,16.10,0.90,3.30
Lake Rancho Viejo,CA,91.90,0.00,19.20,1.60,2.00
Lake Wildwood,CA,92.60,1.20,6.30,0.60,2.50
Lancaster--Palmdale,CA,53.30,0.80,48.80,16.20,4.30
Lemoore Station,CA,66.90,0.40,24.20,15.20,5.60
Lindsay,CA,80.30,0.30,85.70,0.30,1.20
Live Oak (Sutter County),CA,76.40,1.00,53.80,0.90,8.90
Livermore,CA,78.50,0.20,20.20,1.20,11.10
Lodi,CA,65.70,0.60,37.10,1.60,8.50
Lompoc,CA,66.40,1.80,50.80,4.60,3.30
Los Angeles,CA,52.70,0.60,47.00,6.70,16.60
Long Beach,CA,52.70,0.60,47.00,6.70,16.60
Anaheim,CA,52.70,0.60,47.00,6.70,16.60
Los Banos,CA,66.40,0.60,70.20,1.30,3.10
Los Molinos,CA,84.00,6.10,30.20,0.00,0.50
McFarland,CA,88.30,0.20,95.30,0.90,0.20
Madera,CA,73.70,1.10,77.50,3.30,1.70
Mammoth Lakes,CA,86.70,0.50,39.80,0.60,3.20
Manteca,CA,71.40,0.80,37.70,3.60,7.90
Mecca,CA,33.30,0.50,99.40,0.00,0.00
Mendota,CA,55.30,0.30,98.70,0.30,0.00
Merced,CA,53.50,0.70,53.50,5.00,10.10
Mission Viejo--Lake Forest--San Clemente,CA,76.40,0.50,18.60,1.70,10.40
Modesto,CA,72.40,0.70,45.70,3.00,7.10
Mojave,CA,55.90,0.40,46.30,21.50,1.70
Morro Bay--Los Osos,CA,90.60,0.90,13.80,0.60,3.10
Mountain House,CA,35.40,0.20,16.90,9.00,37.20
Mount Shasta--Weed,CA,85.80,1.30,14.00,3.90,1.20
Murrieta--Temecula--Menifee,CA,64.80,0.60,34.90,5.70,7.90
Napa,CA,76.00,1.00,38.90,0.80,3.40
Needles,CA,78.30,11.50,22.50,1.10,0.90
Newman,CA,86.10,0.90,69.10,2.40,2.20
Nipomo,CA,83.70,0.30,37.40,2.00,2.70
North Shore,CA,31.40,0.00,95.20,0.00,0.00
Oakhurst,CA,86.10,0.00,21.80,0.00,11.50
Orange Cove,CA,70.20,0.90,96.30,0.60,0.60
Orland,CA,83.50,0.60,47.80,0.10,3.70
Orosi,CA,72.90,0.50,91.20,1.30,5.90
Oroville,CA,69.70,1.90,14.40,2.80,11.80
Oxnard,CA,79.00,1.20,58.40,2.30,5.80
Paradise,CA,92.00,1.60,7.00,0.20,1.10
Parlier,CA,76.30,0.30,98.70,0.30,0.20
Patterson,CA,71.80,1.10,61.20,7.30,5.90
Petaluma,CA,79.00,0.40,21.60,1.00,4.20
Phelan,CA,84.40,0.60,33.00,9.00,1.10
Placerville--Diamond Springs,CA,90.00,0.90,14.30,0.30,1.80
Planada,CA,53.70,0.20,97.50,0.50,0.70
Plumas Lake,CA,71.00,0.60,21.00,4.50,7.10
Poplar-Cotton Center,CA,69.30,0.00,76.60,0.00,17.10
Porterville,CA,77.00,1.10,67.20,0.70,4.00
Portola,CA,89.50,0.50,13.20,0.30,2.40
Ramona,CA,83.10,0.40,25.60,1.80,2.20
Rancho Calaveras--Valley Springs,CA,90.90,0.50,12.40,1.40,1.40
Rancho Murieta,CA,87.00,0.60,9.20,2.30,4.50
Red Bluff,CA,88.10,2.40,20.40,0.60,1.00
Redding,CA,84.70,2.40,10.70,1.50,4.10
Reedley--Dinuba,CA,76.60,0.20,79.30,0.70,3.20
Richgrove,CA,63.60,1.50,96.10,0.00,4.40
Ridgecrest,CA,74.40,1.30,18.40,6.80,5.90
Rio Dell,CA,87.00,3.80,6.10,0.20,1.20
Rio Vista,CA,81.10,0.20,6.00,7.10,8.50
Riverdale,CA,48.20,0.00,74.20,0.20,0.00
Riverside--San Bernardino,CA,56.50,0.80,56.70,8.80,7.10
Rosamond,CA,67.30,1.80,39.20,9.40,3.30
Running Springs,CA,86.50,0.20,8.20,3.00,2.00
Sacramento,CA,62.50,0.60,21.00,8.40,15.10
St. Helena,CA,85.10,0.00,29.10,1.90,1.10
Salinas,CA,58.70,0.70,72.80,1.40,5.70
San Diego,CA,70.50,0.50,33.90,5.10,12.40
San Francisco,CA,46.70,0.50,22.40,8.10,29.00
Oakland,CA,46.70,0.50,22.40,8.10,29.00
Sanger,CA,76.20,0.10,84.30,0.20,2.60
San Joaquin,CA,79.70,0.00,95.10,0.00,0.00
San Jose,CA,43.50,0.50,24.70,2.60,37.40
San Luis Obispo,CA,79.00,0.50,16.80,4.90,7.30
Santa Barbara,CA,74.40,0.80,32.10,1.70,7.10
Santa Clarita,CA,69.70,0.80,31.30,4.40,11.80
Santa Cruz,CA,82.90,0.50,19.10,1.10,5.80
Santa Maria,CA,76.30,0.50,64.20,1.30,5.10
Santa Paula,CA,85.70,0.40,81.40,0.30,1.80
Santa Rosa,CA,71.90,1.40,29.70,2.00,5.00
Seaside--Monterey,CA,70.20,0.60,24.90,4.80,10.90
Selma,CA,79.00,0.70,69.90,0.30,5.20
Shafter,CA,82.80,0.20,84.20,1.80,0.40
Silver Lakes,CA,87.20,0.00,21.10,6.30,1.90
Simi Valley,CA,79.90,0.50,25.80,1.40,9.60
Soledad,CA,58.80,1.80,72.10,8.80,2.80
Solvang--Buellton--Santa Ynez,CA,85.00,2.10,23.00,1.10,2.20
Sonoma,CA,78.30,0.30,28.60,0.40,2.20
Sonora--Jamestown--Phoenix Lake,CA,89.50,1.50,13.30,0.70,1.40
South Lake Tahoe,CA,83.40,0.50,23.90,1.40,3.50
Stockton,CA,46.40,0.60,44.70,9.90,20.20
Susanville,CA,87.60,3.50,8.20,1.60,3.10
Taft,CA,88.80,0.40,39.60,0.70,2.60
Tehachapi--Golden Hills,CA,90.70,0.20,26.20,2.10,0.90
Terra Bella,CA,57.00,5.20,95.80,1.10,0.00
Thousand Oaks,CA,80.90,0.40,18.60,1.40,9.30
Tipton,CA,81.10,0.00,89.20,0.00,0.00
Tracy,CA,58.80,0.30,39.20,5.50,15.80
Truckee,CA,91.80,0.10,22.00,0.80,0.80
Turlock,CA,69.80,0.70,46.60,1.70,7.20
Twentynine Palms,CA,66.20,1.30,24.80,12.70,6.40
Twentynine Palms Base,CA,74.10,1.60,22.80,8.50,1.80
Ukiah,CA,79.70,3.20,37.40,1.00,2.20
Vacaville,CA,66.20,0.60,23.60,10.50,7.10
Vallejo,CA,44.40,0.50,24.10,17.00,23.60
Vandenberg AFB,CA,65.50,1.20,20.90,8.90,6.70
Victorville--Hesperia,CA,73.70,0.90,51.00,11.20,2.80
Visalia,CA,78.70,1.20,55.80,2.40,4.30
Wasco,CA,78.30,0.70,80.40,6.70,1.00
Waterford,CA,70.10,0.00,49.60,1.60,2.20
Watsonville,CA,56.90,0.80,79.80,0.50,3.00
Wheatland,CA,81.70,0.90,18.90,0.10,5.30
Williams,CA,86.20,0.40,74.00,1.00,3.50
Willits,CA,81.90,4.70,18.40,0.20,1.70
Willows,CA,74.80,2.60,34.90,1.90,4.10
Winters,CA,75.70,0.90,55.50,0.60,0.70
Woodlake,CA,80.90,0.20,93.20,0.30,0.30
Woodland,CA,69.90,1.30,48.40,1.70,8.40
Wrightwood,CA,93.20,0.70,16.30,0.30,0.50
Yountville,CA,90.90,0.00,11.90,2.10,1.70
Yreka,CA,81.60,6.10,10.70,0.50,2.10
Yuba City,CA,68.00,1.10,31.10,2.80,14.60
Yucca Valley,CA,80.00,2.40,20.00,5.60,1.60
Air Force Academy,CO,75.10,1.10,10.80,13.70,4.80
Alamosa,CO,83.90,3.20,52.00,3.70,1.90
Aspen,CO,90.60,0.40,7.10,2.10,2.90
Basalt--El Jebel,CO,83.90,0.20,39.40,1.20,0.20
Battlement Mesa,CO,89.00,2.70,34.70,0.50,1.40
Bayfield,CO,86.90,8.80,19.80,0.00,0.80
Boulder,CO,89.10,0.30,9.30,1.00,4.80
Breckenridge,CO,98.10,0.00,4.30,0.30,0.20
Brush,CO,80.70,0.70,36.60,0.50,0.30
Buena Vista,CO,89.90,1.10,9.30,6.60,1.10
Burlington,CO,89.60,0.20,23.40,6.20,1.10
Cañon City,CO,92.80,0.70,14.10,4.50,0.20
Carbondale,CO,74.00,1.50,48.40,0.50,0.30
Cedaredge,CO,91.00,1.50,12.90,3.60,0.00
Colorado Springs,CO,78.40,0.70,17.40,6.50,3.30
Cortez,CO,79.80,14.20,15.90,0.00,0.10
Craig,CO,95.50,0.50,18.00,0.90,0.20
Delta,CO,93.80,0.30,21.90,0.90,0.00
Denver,CO,80.80,0.80,24.00,6.00,4.30
Aurora,CO,80.80,0.80,24.00,6.00,4.30
Durango,CO,88.00,6.40,11.80,0.40,0.80
Eagle,CO,95.10,0.00,16.70,0.00,0.00
Eaton,CO,94.20,0.50,27.20,0.90,0.60
Edwards,CO,83.70,0.90,42.60,1.10,1.90
Estes Park,CO,98.80,0.00,6.10,0.00,0.30
Evergreen,CO,96.80,0.00,2.60,0.30,2.10
Firestone--Frederick,CO,89.60,0.60,19.70,0.90,1.90
Florence,CO,74.20,4.60,17.50,10.90,1.20
Fort Collins,CO,90.80,0.70,11.90,1.00,2.20
Fort Lupton,CO,84.20,1.50,51.60,0.90,0.70
Fort Morgan,CO,84.80,0.20,47.20,5.30,0.90
Fraser,CO,87.80,0.00,13.00,0.40,6.70
Glenwood Springs,CO,89.00,0.00,30.40,0.20,1.20
Grand Junction,CO,93.60,0.80,15.60,0.80,0.90
Greeley,CO,85.30,0.90,40.40,1.80,1.50
Gunnison,CO,96.60,0.60,16.50,0.70,0.30
Gypsum,CO,93.40,0.70,35.30,0.00,0.00
Johnstown,CO,92.20,0.60,17.90,0.60,0.20
Lafayette--Louisville--Erie,CO,88.10,0.10,9.80,0.50,7.00
La Junta,CO,86.70,0.60,45.00,1.00,3.90
Lamar,CO,94.30,0.10,41.40,0.70,0.10
